DAY_ID,POSITION,SPLIT,ID_FR,ID_DE
838,261,train,1193,
1047,262,test,1194,
1103,263,train,1195,
1149,264,test,1196,
242,265,train,1197,
683,266,train,1198,
657,267,train,1199,
504,268,train,1200,
408,269,train,1201,
1214,270,test,1202,
1105,271,train,1203,
1061,272,train,1204,
140,273,train,1205,
546,274,test,1206,
900,275,train,1207,
637,276,train,1208,
688,277,train,1209,
621,278,test,1210,
850,279,train,1211,
583,280,train,1212,
332,281,test,1213,
1115,282,train,1214,
1104,283,train,1215,
1190,284,train,1216,0
1072,285,test,1217,1
38,286,train,1218,2
872,287,train,1219,3
933,288,train,1220,4
750,289,train,1221,5
472,290,test,1222,6
447,291,test,1223,7
664,292,train,1224,8
821,293,train,1225,9
365,294,train,1226,10
411,295,test,1227,11
1092,296,train,1228,12
983,297,train,1229,13
568,298,train,1230,14
762,299,train,1231,15
69,300,test,1232,16
1002,301,train,1233,17
269,302,train,1234,18
53,303,train,1235,19
801,304,test,1236,20
514,305,train,1237,21
433,306,test,1238,22
736,307,train,1239,23
1157,308,test,1240,24
906,309,train,1241,25
449,310,train,1242,26
260,311,test,1243,27
333,312,train,1244,28
502,313,test,1245,29
1164,314,test,1246,30
1013,315,test,1247,31
60,316,train,1248,32
1127,317,train,1249,33
654,318,train,1250,34
123,319,test,1251,35
584,320,train,1252,36
1058,321,train,1253,37
61,322,train,1254,38
92,323,train,1255,39
844,324,train,1256,40
288,325,test,1257,41
311,326,train,1258,42
352,327,test,1259,43
901,328,train,1260,44
356,329,train,1261,45
31,330,train,1262,46
673,331,train,1263,47
464,332,test,1264,48
93,333,train,1265,49
539,334,train,1266,50
948,335,train,1267,51
80,336,test,1268,52
331,337,train,1269,53
363,338,train,1270,54
353,339,train,1271,55
326,340,test,1272,56
434,341,train,1273,57
42,342,train,1274,58
671,343,train,1275,59
148,344,test,1276,60
612,345,train,1277,61
77,346,train,1278,62
807,347,train,1279,63
569,348,test,1280,64
645,349,train,1281,65
201,350,train,1282,66
394,351,test,1283,67
454,352,train,1284,68
259,353,test,1285,69
1063,354,train,1286,70
169,355,train,1287,71
294,356,train,1288,72
235,357,test,1289,73
128,358,test,1290,74
1128,359,test,1291,75
1027,360,train,1292,76
374,361,train,1293,77
39,362,test,1294,78
239,363,train,1295,79
513,364,test,1296,80
298,365,train,1297,81
300,366,test,1298,82
890,367,train,1299,83
512,368,train,1300,84
923,369,train,1301,85
605,370,train,1302,86
397,371,test,1303,87
614,372,test,1304,88
1107,373,train,1305,89
1147,374,train,1306,90
776,375,train,1307,91
135,376,train,1308,92
638,377,train,1309,93
430,378,train,1310,94
95,379,test,1311,95
828,380,train,1312,96
220,381,train,1313,97
57,382,train,1314,98
746,383,train,1315,99
340,384,train,1316,100
107,385,train,1317,101
755,386,test,1318,102
765,387,train,1319,103
860,388,test,1320,104
1017,389,train,1321,105
1000,390,train,1322,106
83,391,train,1323,107
1032,392,train,1324,108
764,393,test,1325,109
289,394,train,1326,110
2,395,train,1327,111
41,396,train,1328,112
172,397,train,1329,113
86,398,train,1330,114
1045,399,train,1331,115
515,400,train,1332,116
602,401,train,1333,117
785,402,train,1334,118
104,403,train,1335,119
692,404,test,1336,120
810,405,test,1337,121
754,406,train,1338,122
164,407,test,1339,123
854,408,test,1340,124
1160,409,test,1341,125
1015,410,test,1342,126
1021,411,train,1343,127
975,412,train,1344,128
1169,413,train,1345,129
232,414,train,1346,130
1174,415,test,1347,131
427,416,train,1348,132
67,417,test,1349,133
296,418,train,1350,134
796,419,train,1351,135
292,420,train,1352,136
990,421,train,1353,137
293,422,train,1354,138
1206,423,test,1355,139
372,424,test,1356,140
1077,425,train,1357,141
455,426,test,1358,142
177,427,test,1359,143
469,428,train,1360,144
559,429,test,1361,145
1165,430,train,1362,146
237,431,train,1363,147
950,432,train,1364,148
1005,433,train,1365,149
851,434,train,1366,150
255,435,test,1367,151
271,436,test,1368,152
1143,437,test,1369,153
194,438,train,1370,154
607,439,test,1371,155
712,440,train,1372,156
772,441,test,1373,157
309,442,train,1374,158
315,443,train,1375,159
1071,444,train,1376,160
939,445,train,1377,161
856,446,train,1378,162
403,447,train,1379,163
279,448,train,1380,164
964,449,train,1381,165
1119,450,train,1382,166
662,451,train,1383,167
1007,452,train,1384,168
217,453,train,1385,169
378,454,train,1386,170
82,455,train,1387,171
577,456,test,1388,172
869,457,test,1389,173
390,458,test,1390,174
431,459,train,1391,175
798,460,train,1392,176
827,461,test,1393,177
437,462,train,1394,178
633,463,test,1395,179
829,464,test,1396,180
855,465,train,1397,181
558,466,train,1398,182
1003,467,train,1399,183
795,468,train,1400,184
985,469,train,1401,185
877,470,train,1402,186
214,471,train,1403,187
710,472,test,1404,188
183,473,train,1405,189
563,474,test,1406,190
958,475,test,1407,191
46,476,train,1408,192
25,477,train,1409,193
1167,478,test,1410,194
530,479,train,1411,195
813,480,test,1412,196
713,481,train,1413,197
26,482,train,1414,198
22,483,train,1415,199
1110,484,train,1416,200
1130,485,train,1417,201
371,486,train,1418,202
316,487,test,1419,203
816,488,train,1420,204
121,489,train,1421,205
831,490,train,1422,206
482,491,train,1423,207
1097,492,train,1424,208
1135,493,train,1425,209
593,494,train,1426,210
825,495,test,1427,211
189,496,train,1428,212
1009,497,test,1429,213
170,498,train,1430,214
154,499,train,1431,215
965,500,train,1432,216
176,501,test,1433,217
375,502,test,1434,218
361,503,train,1435,219
1079,504,train,1436,220
604,505,train,1437,221
759,506,test,1438,222
837,507,test,1439,223
884,508,train,1440,224
928,509,test,1441,225
729,510,train,1442,226
328,511,train,1443,227
1085,512,test,1444,228
780,513,train,1445,229
731,514,test,1446,230
806,515,train,1447,231
1116,516,train,1448,232
470,517,train,1449,233
317,518,test,1450,234
938,519,train,1451,235
592,520,train,1452,236
988,521,train,1453,237
1133,522,train,1454,238
66,523,train,1455,239
626,524,train,1456,240
181,525,train,1457,241
993,526,test,1458,242
724,527,train,1459,243
917,528,test,1460,244
272,529,train,1461,245
763,530,train,1462,246
936,531,train,1463,247
267,532,train,1464,248
695,533,test,1465,249
913,534,test,1466,250
700,535,train,1467,251
742,536,train,1468,252
44,537,test,1469,253
243,538,train,1470,254
79,539,test,1471,255
616,540,train,1472,256
1199,541,train,1473,257
117,542,train,1474,258
944,543,train,1475,259
882,544,train,1476,260
708,545,test,1477,261
826,546,train,1478,262
1120,547,train,1479,263
56,548,test,1480,264
635,549,train,1481,265
461,550,train,1482,266
1156,551,train,1483,267
179,552,train,1484,268
36,553,train,1485,269
1211,554,test,1486,270
834,555,test,1487,271
536,556,train,1488,272
959,557,test,1489,273
1050,558,test,1490,274
105,559,train,1491,275
722,560,train,1492,276
562,561,train,1493,277
926,562,test,1494,278
836,563,train,1495,279
1161,564,test,1496,280
820,565,train,1497,281
1202,566,train,1498,282
1175,567,train,1499,283
599,568,test,1500,284
40,569,train,1501,285
550,570,train,1502,286
709,571,train,1503,287
1138,572,train,1504,288
351,573,train,1505,289
1140,574,train,1506,290
277,575,train,1507,291
268,576,train,1508,292
941,577,train,1509,293
1198,578,train,1510,294
656,579,train,1511,295
1042,580,train,1512,296
720,581,train,1513,297
318,582,train,1514,298
1170,583,test,1515,299
523,584,train,1516,300
615,585,train,1517,301
1183,586,train,1518,302
320,587,train,1519,303
467,588,train,1520,304
1074,589,test,1521,305
207,590,train,1522,306
576,591,test,1523,307
600,592,train,1524,308
1146,593,train,1525,309
143,594,train,1526,310
250,595,train,1527,311
503,596,train,1528,312
302,597,train,1529,313
476,598,train,1530,314
761,599,train,1531,315
1095,600,train,1532,316
591,601,train,1533,317
369,602,test,1534,318
163,603,train,1535,319
847,604,train,1536,320
263,605,train,1537,321
81,606,train,1538,322
324,607,test,1539,323
629,608,train,1540,324
572,609,test,1541,325
1094,610,test,1542,326
1100,611,train,1543,327
453,612,train,1544,328
997,613,test,1545,329
144,614,train,1546,330
972,615,train,1547,331
344,616,train,1548,332
274,617,train,1549,333
1048,618,test,1550,334
1192,619,test,1551,335
824,620,train,1552,336
782,621,train,1553,337
652,622,train,1554,338
1084,623,test,1555,339
349,624,train,1556,340
857,625,test,1557,341
87,626,train,1558,342
505,627,train,1559,343
640,628,train,1560,344
306,629,test,1561,345
649,630,train,1562,346
187,631,train,1563,347
714,632,train,1564,348
1185,633,test,1565,349
287,634,train,1566,350
904,635,train,1567,351
909,636,train,1568,352
1030,637,train,1569,353
551,638,test,1570,354
601,639,train,1571,355
398,640,train,1572,356
49,641,train,1573,357
484,642,test,1574,358
1118,643,train,1575,359
247,644,train,1576,360
442,645,train,1577,361
425,646,train,1578,362
898,647,test,1579,363
622,648,train,1580,364
537,649,train,1581,365
865,650,test,1582,366
1016,651,train,1583,367
1193,652,train,1584,368
33,653,test,1585,369
88,654,train,1586,370
650,655,train,1587,371
732,656,train,1588,372
952,657,test,1589,373
532,658,test,1590,374
84,659,test,1591,375
457,660,train,1592,376
346,661,train,1593,377
1006,662,test,1594,378
131,663,train,1595,379
508,664,train,1596,380
1194,665,test,1597,381
823,666,train,1598,382
970,667,test,1599,383
916,668,test,1600,384
376,669,test,1601,385
456,670,train,1602,386
632,671,test,1603,387
341,672,train,1604,388
1089,673,train,1605,389
788,674,train,1606,390
78,675,train,1607,391
768,676,test,1608,392
566,677,train,1609,393
62,678,train,1610,394
660,679,train,1611,395
409,680,train,1612,396
1152,681,test,1613,397
219,682,train,1614,398
1195,683,test,1615,399
152,684,train,1616,400
325,685,train,1617,401
307,686,train,1618,402
891,687,test,1619,403
994,688,train,1620,404
606,689,train,1621,405
627,690,train,1622,406
203,691,train,1623,407
803,692,train,1624,408
426,693,train,1625,409
4,694,test,1626,410
483,695,test,1627,411
730,696,train,1628,412
382,697,test,1629,413
129,698,test,1630,414
620,699,train,1631,415
784,700,test,1632,416
1025,701,test,1633,417
488,702,test,1634,418
71,703,train,1635,419
618,704,test,1636,420
400,705,train,1637,421
852,706,train,1638,422
681,707,train,1639,423
1179,708,train,1640,424
261,709,test,1641,425
1081,710,test,1642,426
661,711,test,1643,427
202,712,test,1644,428
1187,713,train,1645,429
70,714,train,1646,430
1142,715,test,1647,431
989,716,train,1648,432
127,717,train,1649,433
370,718,test,1650,434
134,719,train,1651,435
516,720,train,1652,436
548,721,test,1653,437
221,722,train,1654,438
1018,723,train,1655,439
1106,724,test,1656,440
1043,725,test,1657,441
775,726,train,1658,442
725,727,train,1659,443
689,728,train,1660,444
405,729,test,1661,445
1111,730,train,1662,446
786,731,test,1663,447
819,732,test,1664,448
678,733,train,1665,449
210,734,test,1666,450
387,735,train,1667,451
1210,736,test,1668,452
739,737,train,1669,453
880,738,test,1670,454
262,739,train,1671,455
304,740,train,1672,456
282,741,train,1673,457
887,742,train,1674,458
809,743,train,1675,459
767,744,train,1676,460
339,745,test,1677,461
336,746,train,1678,462
1131,747,test,1679,463
783,748,train,1680,464
155,749,train,1681,465
1044,750,train,1682,466
839,751,test,1683,467
859,752,train,1684,468
557,753,train,1685,469
73,754,train,1686,470
43,755,test,1687,471
1213,756,train,1688,472
497,757,train,1689,473
832,758,train,1690,474
590,759,test,1691,475
679,760,train,1692,476
1037,761,train,1693,477
253,762,train,1694,478
1052,763,train,1695,479
96,764,train,1696,480
278,765,train,1697,481
677,766,train,1698,482
295,767,test,1699,483
670,768,test,1700,484
345,769,train,1701,485
611,770,test,1702,486
98,771,train,1703,487
500,772,train,1704,488
538,773,train,1705,489
74,774,train,1706,490
265,775,test,1707,491
703,776,test,1708,492
130,777,train,1709,493
1011,778,train,1710,494
63,779,test,1711,495
11,780,train,1712,496
535,781,train,1713,497
355,782,train,1714,498
27,783,train,1715,499
957,784,train,1716,500
751,785,test,1717,501
815,786,train,1718,502
424,787,train,1719,503
24,788,test,1720,504
1207,789,train,1721,505
330,790,train,1722,506
561,791,train,1723,507
402,792,test,1724,508
191,793,train,1725,509
1203,794,test,1726,510
833,795,train,1727,511
905,796,train,1728,512
925,797,test,1729,513
1102,798,test,1730,514
910,799,train,1731,515
168,800,train,1732,516
286,801,train,1733,517
974,802,train,1734,518
1060,803,train,1735,519
14,804,train,1736,520
419,805,train,1737,521
188,806,train,1738,522
436,807,train,1739,523
1038,808,test,1740,524
800,809,test,1741,525
416,810,train,1742,526
841,811,train,1743,527
407,812,test,1744,528
396,813,train,1745,529
636,814,test,1746,530
998,815,train,1747,531
862,816,train,1748,532
896,817,train,1749,533
192,818,train,1750,534
149,819,train,1751,535
808,820,train,1752,536
752,821,test,1753,537
674,822,train,1754,538
299,823,test,1755,539
690,824,train,1756,540
560,825,train,1757,541
240,826,train,1758,542
199,827,train,1759,543
45,828,test,1760,544
735,829,train,1761,545
540,830,train,1762,546
608,831,train,1763,547
137,832,train,1764,548
587,833,train,1765,549
1112,834,train,1766,550
533,835,train,1767,551
733,836,train,1768,552
1188,837,train,1769,553
691,838,test,1770,554
1041,839,test,1771,555
381,840,train,1772,556
797,841,train,1773,557
1197,842,test,1774,558
448,843,test,1775,559
510,844,train,1776,560
423,845,train,1777,561
6,846,test,1778,562
97,847,train,1779,563
410,848,test,1780,564
158,849,train,1781,565
564,850,train,1782,566
953,851,test,1783,567
897,852,train,1784,568
32,853,test,1785,569
655,854,train,1786,570
790,855,train,1787,571
521,856,train,1788,572
334,857,test,1789,573
490,858,train,1790,574
647,859,train,1791,575
258,860,train,1792,576
171,861,test,1793,577
1121,862,test,1794,578
547,863,train,1795,579
236,864,train,1796,580
384,865,train,1797,581
908,866,train,1798,582
23,867,train,1799,583
1148,868,train,1800,584
1034,869,test,1801,585
918,870,train,1802,586
545,871,train,1803,587
665,872,train,1804,588
477,873,test,1805,589
949,874,test,1806,590
814,875,test,1807,591
870,876,test,1808,592
153,877,test,1809,593
122,878,train,1810,594
771,879,train,1811,595
726,880,test,1812,596
120,881,train,1813,597
937,882,test,1814,598
582,883,train,1815,599
463,884,train,1816,600
980,885,train,1817,601
658,886,test,1818,602
641,887,train,1819,603
1028,888,test,1820,604
519,889,train,1821,605
696,890,train,1822,606
1001,891,train,1823,607
625,892,test,1824,608
586,893,train,1825,609
1059,894,train,1826,610
1101,895,train,1827,611
522,896,train,1828,612
357,897,train,1829,613
984,898,test,1830,614
1054,899,train,1831,615
150,900,train,1832,616
528,901,test,1833,617
180,902,train,1834,618
291,903,test,1835,619
1145,904,train,1836,620
1075,905,train,1837,621
174,906,test,1838,622
773,907,train,1839,623
257,908,train,1840,624
719,909,test,1841,625
895,910,train,1842,626
21,911,train,1843,627
1182,912,train,1844,628
1078,913,test,1845,629
791,914,train,1846,630
481,915,train,1847,631
474,916,train,1848,632
835,917,train,1849,633
118,918,train,1850,634
178,919,train,1851,635
919,920,train,1852,636
337,921,train,1853,637
609,922,train,1854,638
297,923,train,1855,639
920,924,train,1856,640
1132,925,train,1857,641
109,926,train,1858,642
413,927,train,1859,643
1022,928,train,1860,644
1129,929,train,1861,645
542,930,train,1862,646
921,931,train,1863,647
305,932,train,1864,648
707,933,test,1865,649
667,934,train,1866,650
1088,935,train,1867,651
20,936,train,1868,652
672,937,train,1869,653
697,938,train,1870,654
685,939,train,1871,655
101,940,train,1872,656
139,941,test,1873,657
1031,942,test,1874,658
223,943,train,1875,659
956,944,train,1876,660
552,945,train,1877,661
393,946,train,1878,662
460,947,train,1879,663
888,948,train,1880,664
748,949,test,1881,665
205,950,train,1882,666
643,951,train,1883,667
946,952,test,1884,668
588,953,test,1885,669
37,954,train,1886,670
1036,955,train,1887,671
360,956,test,1888,672
943,957,test,1889,673
573,958,train,1890,674
757,959,train,1891,675
595,960,train,1892,676
124,961,train,1893,677
623,962,train,1894,678
395,963,test,1895,679
1098,964,train,1896,680
184,965,train,1897,681
55,966,train,1898,682
915,967,test,1899,683
1040,968,train,1900,684
1125,969,test,1901,685
165,970,train,1902,686
1049,971,test,1903,687
115,972,test,1904,688
922,973,train,1905,689
310,974,train,1906,690
942,975,train,1907,691
475,976,test,1908,692
420,977,train,1909,693
198,978,train,1910,694
554,979,train,1911,695
1065,980,train,1912,696
218,981,test,1913,697
211,982,test,1914,698
634,983,test,1915,699
774,984,test,1916,700
702,985,train,1917,701
54,986,test,1918,702
531,987,test,1919,703
846,988,test,1920,704
648,989,train,1921,705
1023,990,test,1922,706
570,991,test,1923,707
687,992,train,1924,708
961,993,train,1925,709
329,994,train,1926,710
492,995,train,1927,711
1082,996,test,1928,712
781,997,train,1929,713
864,998,train,1930,714
147,999,train,1931,715
254,1000,test,1932,716
861,1001,train,1933,717
565,1002,train,1934,718
392,1003,test,1935,719
1144,1004,train,1936,720
1163,1005,test,1937,721
230,1006,train,1938,722
716,1007,test,1939,723
146,1008,train,1940,724
1168,1009,train,1941,725
167,1010,test,1942,726
1200,1011,train,1943,727
935,1012,train,1944,728
598,1013,train,1945,729
1068,1014,test,1946,730
1201,1015,train,1947,731
556,1016,train,1948,732
686,1017,train,1949,733
301,1018,test,1950,734
399,1019,train,1951,735
663,1020,train,1952,736
903,1021,train,1953,737
651,1022,test,1954,738
162,1023,train,1955,739
468,1024,test,1956,740
792,1025,train,1957,741
597,1026,test,1958,742
1057,1027,test,1959,743
347,1028,train,1960,744
571,1029,test,1961,745
280,1030,train,1962,746
932,1031,train,1963,747
1083,1032,train,1964,748
715,1033,train,1965,749
9,1034,test,1966,750
1073,1035,test,1967,751
794,1036,train,1968,752
270,1037,train,1969,753
1019,1038,train,1970,754
494,1039,train,1971,755
675,1040,train,1972,756
285,1041,train,1973,757
541,1042,test,1974,758
1012,1043,train,1975,759
741,1044,train,1976,760
444,1045,train,1977,761
1117,1046,train,1978,762
967,1047,test,1979,763
1086,1048,train,1980,764
99,1049,train,1981,765
893,1050,train,1982,766
495,1051,train,1983,767
432,1052,test,1984,768
142,1053,test,1985,769
962,1054,test,1986,770
1212,1055,train,1987,771
166,1056,train,1988,772
161,1057,test,1989,773
642,1058,train,1990,774
136,1059,test,1991,775
911,1060,test,1992,776
16,1061,train,1993,777
113,1062,test,1994,778
7,1063,train,1995,779
195,1064,train,1996,780
899,1065,train,1997,781
173,1066,test,1998,782
446,1067,train,1999,783
100,1068,test,2000,784
1070,1069,train,2001,785
579,1070,train,2002,786
473,1071,train,2003,787
204,1072,train,2004,788
580,1073,train,2005,789
156,1074,test,2006,790
1123,1075,test,2007,791
1053,1076,test,2008,792
485,1077,test,2009,793
644,1078,train,2010,794
1154,1079,test,2011,795
711,1080,train,2012,796
907,1081,train,2013,797
1091,1082,test,2014,798
778,1083,train,2015,799
3,1084,train,2016,800
377,1085,train,2017,801
13,1086,test,2018,802
358,1087,test,2019,803
428,1088,test,2020,804
276,1089,train,2021,805
266,1090,train,2022,806
892,1091,test,2023,807
1076,1092,train,2024,808
229,1093,train,2025,809
1189,1094,test,2026,810
718,1095,train,2027,811
30,1096,test,2028,812
445,1097,train,2029,813
760,1098,test,2030,814
373,1099,test,2031,815
858,1100,test,2032,816
694,1101,test,2033,817
881,1102,train,2034,818
116,1103,train,2035,819
222,1104,train,2036,820
458,1105,test,2037,821
617,1106,train,2038,822
1208,1107,train,2039,823
200,1108,test,2040,824
549,1109,train,2041,825
653,1110,train,2042,826
982,1111,train,2043,827
342,1112,test,2044,828
1178,1113,train,2045,829
631,1114,train,2046,830
5,1115,train,2047,831
108,1116,train,2048,832
501,1117,train,2049,833
391,1118,train,2050,834
977,1119,train,2051,835
517,1120,train,2052,836
479,1121,train,2053,837
799,1122,train,2054,838
34,1123,train,2055,839
954,1124,train,2056,840
8,1125,train,2057,841
789,1126,train,2058,842
526,1127,train,2059,843
231,1128,train,2060,844
319,1129,train,2061,845
440,1130,test,2062,846
525,1131,train,2063,847
624,1132,train,2064,848
610,1133,train,2065,849
72,1134,train,2066,850
348,1135,train,2067,851
1008,1136,train,2068,852
94,1137,train,2069,853
543,1138,train,2070,854
971,1139,test,2071,855
996,1140,train,2072,856
209,1141,train,2073,857
175,1142,train,2074,858
480,1143,train,2075,859
281,1144,train,2076,860
106,1145,train,2077,861
914,1146,train,2078,862
866,1147,test,2079,863
251,1148,train,2080,864
1181,1149,train,2081,865
389,1150,train,2082,866
1134,1151,train,2083,867
973,1152,train,2084,868
327,1153,train,2085,869
1004,1154,test,2086,870
12,1155,train,2087,871
1039,1156,test,2088,872
668,1157,train,2089,873
1087,1158,test,2090,874
878,1159,train,2091,875
1080,1160,test,2092,876
968,1161,train,2093,877
1024,1162,train,2094,878
213,1163,test,2095,879
216,1164,test,2096,880
951,1165,test,2097,881
613,1166,test,2098,882
822,1167,test,2099,883
422,1168,train,2100,884
745,1169,test,2101,885
567,1170,train,2102,886
421,1171,test,2103,887
68,1172,train,2104,888
553,1173,train,2105,889
85,1174,test,2106,890
246,1175,train,2107,891
466,1176,train,2108,892
879,1177,test,2109,893
429,1178,train,2110,894
417,1179,train,2111,895
412,1180,train,2112,896
646,1181,test,2113,897
196,1182,test,2114,898
225,1183,train,2115,899
728,1184,test,2116,900
284,1185,train,2117,901
659,1186,train,2118,902
912,1187,test,2119,903
111,1188,test,2120,904
544,1189,train,2121,905
1137,1190,train,2122,906
666,1191,train,2123,907
684,1192,train,2124,908
817,1193,train,2125,909
380,1194,train,2126,910
499,1195,test,2127,911
1055,1196,train,2128,912
1184,1197,train,2129,913
779,1198,train,2130,914
290,1199,train,2131,915
388,1200,test,2132,916
359,1201,train,2133,917
406,1202,train,2134,918
364,1203,train,2135,919
524,1204,test,2136,920
574,1205,train,2137,921
682,1206,train,2138,922
1046,1207,train,2139,923
693,1208,train,2140,924
704,1209,train,2141,925
701,1210,train,2142,926
112,1211,train,2143,927
102,1212,train,2144,928
414,1213,train,2145,929
589,1214,train,2146,930
190,1215,test,2147,931
